DEPTH_MD,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,BS,ROP,DRHO,FACIES
745.2187988,16.51688194,,1.355157137,1.352266789,,154.9261627,0.443487793,,148.1654663,,9.875,21.18785095,-0.061839614,1
745.3707988,16.64131928,,1.334434152,1.331254959,,149.755127,0.422687233,,147.2230225,,9.875,20.99384308,-0.059219833,1
745.5227988,16.7594986,,1.333969832,1.332449317,,141.6784058,0.410954207,,146.9941711,,9.875,21.5082016,-0.054517534,1
745.6747988,16.75672722,,1.345726013,1.351554871,,140.3566132,0.425928295,,146.7620697,,9.875,22.34008026,-0.051911809,1
745.8267988,16.72405815,,1.39904666,1.27463603,,145.9011993,0.410486549,,146.5932922,,9.875,23.02688408,-0.0528902,1
745.9787988,16.8447361,,1.588759065,1.33912766,,148.9085693,0.378444612,,147.273056,,9.875,23.78685188,-0.056313228,1
746.1307988,16.85449982,,1.596311569,1.327751994,,146.4621735,0.384902984,,148.1559601,,9.875,24.17442703,-0.059436809,1
746.2827988,16.74301338,,1.411864042,1.217960715,,146.3404846,0.409790933,,148.7923737,,9.875,23.91524506,-0.058225729,1
746.4347988,16.69289017,,1.244378328,1.109275103,,149.8517304,0.40811044,,149.0025482,,9.875,23.35199165,-0.058128107,1
746.5867988,16.72216606,,1.192944527,1.126868606,,150.896286,0.368602067,,149.3183899,,9.875,23.13101578,-0.059128452,1
746.7387988,16.74484253,,1.212499976,1.208699942,,147.9732056,0.361675352,,150.3124847,,9.875,23.25575829,-0.05960257,1
746.8907988,16.70682716,,1.5401721,1.296036124,,143.9398041,0.373771548,,151.6678619,,9.875,23.67487145,-0.060576446,1
747.0427988,16.59976006,,1.652217746,1.260167837,,142.1790619,0.373644859,,153.6807251,,9.875,23.97044945,-0.060311358,1
747.1947988,16.69653511,,1.422526479,1.143086791,,142.1832275,0.355837494,,156.6586609,,9.875,23.90746498,-0.060598709,1
747.3467988,17.0425148,,1.196968675,1.010731816,,142.1859283,0.327969402,,158.5263367,,9.875,23.9869709,-0.061034985,1
747.4987988,17.03854179,,1.001063585,0.845665097,,142.1886139,0.380404949,,158.4390411,,9.875,24.18190384,-0.061327562,1
747.6507988,17.08107758,,1.214161754,0.952217877,,142.1913147,0.473835677,,157.9637451,,9.875,24.16285133,-0.062272415,1
747.8027988,17.53290939,,1.77609992,1.375102997,,142.1940002,0.530095577,,156.8787231,,9.875,24.21116829,-0.057843085,1
747.9547988,17.41582871,,2.042492867,1.6469239,,142.1967011,0.495011389,,154.9911804,,9.875,24.78370094,-0.044514958,1
748.1067988,16.74568367,,1.64803493,1.755330086,,142.1993866,0.582856119,,152.0215149,,9.875,24.90913773,-0.020688498,1
748.2587988,16.2520752,,1.379282117,1.82696867,,143.2387695,0.683588862,,147.8486633,,9.875,24.35353088,0.017145507,1
748.4107988,16.01504135,,1.384316683,1.747705102,,143.354599,0.636609435,,143.054596,,9.875,23.73698807,0.054960381,1
748.5627988,16.01848793,,1.36616528,1.710182548,,141.3535309,0.633470833,,138.9125519,,9.875,23.08509636,0.073510096,1
748.7147988,15.70582199,,1.431153774,1.718524575,,140.2233887,0.645970941,,137.0818481,,9.875,22.47956085,0.063787751,1
748.8667988,15.20477486,,1.452359796,1.744969964,,140.4048309,0.629245043,,137.1898499,,9.875,21.73406982,0.046617452,1
749.0187988,14.89483166,,1.41071403,1.766055346,,140.5725861,0.584689438,,138.173523,,9.875,21.07559586,0.039394394,1
749.1707988,14.62782574,,1.376023054,1.73971355,,140.5768127,0.545280635,,139.7786255,,9.875,20.85252953,0.039340898,1
749.3227988,14.50041008,,1.294642687,1.657596827,,139.4089356,0.538628221,,141.1112824,,9.875,20.71192741,0.044678617,1
749.4747988,14.51689243,,1.162694335,1.548052549,,137.8800964,0.552648962,,141.8144684,,9.875,20.28424645,0.04789212,1
749.6267988,14.61576271,,1.100381851,1.506006599,,138.8795929,0.548987746,,142.8471527,,9.875,19.473732,0.054389335,1
749.7787988,14.72237873,,1.057432175,1.487082958,,141.5366364,0.52856046,,144.0126495,,9.875,18.80180359,0.060548812,1
749.9307988,14.34723663,,1.066346526,1.486627698,,143.5597076,0.513945043,,144.9411316,,11.02798176,18.45440674,0.068658732,1
750.0827988,14.14999676,,1.383654237,1.719006538,,143.373291,0.521267414,,146.0642395,,12.25000095,18.09524727,0.078503586,1
750.2347988,14.63821983,,1.613072157,1.890021682,,141.1900635,0.540107966,,147.6062317,,12.25000095,17.61857796,0.089070939,1
750.3867988,14.7773304,,1.449133396,1.809547544,,139.2431335,0.547492206,,148.7630768,,12.25000095,17.28140068,0.085582309,1
750.5387988,14.23139954,,1.357325196,1.805509448,,137.4102478,0.557841837,,147.8443146,,12.25000095,25.94503021,0.052001298,1
750.6907988,13.34536457,,1.444532156,1.872561693,,134.9109345,0.537907302,,145.1912384,,12.25000095,34.16284561,0.017784359,1
750.8427988,12.73313618,,1.35300386,1.783881784,,132.906311,0.499014109,,142.9443665,,12.25000095,30.9289875,-0.001654439,1
750.9947988,12.51530552,,1.40421772,1.819756866,2.161264658,132.4541626,0.462370783,3.29095602,142.2229614,,12.25000095,27.32018662,-0.006005678,1
751.1467988,12.60411358,,1.548212528,2.238864422,2.155790091,133.6524353,0.423891455,3.478236198,142.4177246,,12.25000095,23.02540207,-0.002774906,1
751.2987988,12.7144165,,1.486544609,2.139487028,2.138879776,135.5801849,0.402092069,3.735251188,142.7621613,,12.25000095,18.16795349,0.001425797,1
751.4507988,12.91914558,,1.622280955,1.934607267,2.126830578,136.8291626,0.406975448,4.189291477,142.5749054,,12.25000095,15.10183525,0.012164284,1
751.6027988,13.26603222,,1.716295958,2.121500969,2.12016058,136.1973419,0.435548097,4.938507557,141.3589478,,12.25000095,13.67425251,0.034766145,1
751.7547988,13.51201057,,1.826086283,2.151890039,2.125542879,133.0621338,0.464216113,5.587706089,139.7392426,,12.25000095,12.48484802,0.06005092,1
751.9067988,13.61880016,,1.666050434,2.08520627,2.138542891,130.2628632,0.464151949,5.584064961,137.8563232,,12.25000095,11.96583653,0.065113872,1
752.0587988,13.46801376,,1.521910071,1.938167334,2.147225618,130.8470459,0.441716075,4.887238503,136.5136108,,12.25000095,10.44258308,0.042815495,1
752.2107988,13.18329048,,1.589658737,1.841342926,2.155890942,132.4088898,0.424644828,4.382100105,135.7471466,,12.25000095,8.204509735,0.023482157,1
752.3627988,13.11802673,,1.442290545,1.734091163,2.158313036,131.8760529,0.415359527,4.431868076,135.4598236,,12.25000095,7.335782528,0.024402155,1
752.5147988,13.1804018,,1.255847335,1.708362818,2.157008648,129.6369324,0.419425935,4.90483141,136.87883,,12.25000095,6.709549427,0.040578187,1
752.6667988,13.29909897,,1.131841302,1.826388359,2.155952931,128.2346344,0.428032309,5.305704594,138.9627991,,12.25000095,6.08547926,0.055383053,1
752.8187988,13.34055042,,0.946252763,1.858731985,2.154753685,131.9599609,0.437851608,5.57017374,140.0847778,,12.25000095,5.527954578,0.063019879,1
752.9707988,13.37065411,,0.941807866,1.840844035,2.156163216,140.3079681,0.449373096,5.636113167,140.8336945,,12.25000095,4.816705227,0.064633399,1
753.1227988,13.481987,,0.90190208,1.797980547,2.154960871,144.6980133,0.453470826,5.41863966,140.9375458,,12.25000095,4.395140648,0.059731722,1
753.2747988,13.1892376,,1.36733532,1.788426876,2.14867425,143.5941162,0.446888298,5.125078678,140.4076843,,12.25000095,4.589581013,0.049334586,1
753.4267988,12.9137373,,1.684700728,1.703475237,2.14863658,143.7417755,0.438381642,4.81023407,139.8576508,,12.25000095,4.036754608,0.03888721,1
753.5787988,12.8997488,,1.590202689,1.738828778,2.151409149,144.6157684,0.43673414,4.621939182,139.5924225,,12.25000095,3.120137215,0.032425318,1
753.7307988,12.93373489,,1.892496586,1.971904516,2.14731884,142.8464966,0.415741742,4.295109272,138.7812042,,12.25000095,3.121843815,0.020427726,1
753.8827988,12.89277172,,1.83921051,1.978568554,2.145742655,139.9531708,0.400272995,3.901771307,136.7563019,,12.25000095,3.024083376,0.010238094,1
754.0347988,12.82393932,,1.797740102,1.918653727,2.143191814,138.5306702,0.387044311,3.665613174,135.2332459,,12.25000095,2.897285938,0.0029,1
754.1867988,12.77932739,,1.737365246,1.866130829,2.146618366,139.7049866,0.381075501,3.724525929,134.9645386,,12.25000095,2.882568836,0.005456258,1
754.3387988,12.78597832,,1.748807907,1.840366244,2.1495893,140.8521576,0.375222087,3.953591347,134.7224121,,12.25000095,2.897474051,0.010165073,1
754.4907988,12.86167622,,1.740306974,1.843834996,2.158012867,138.868454,0.379711986,4.039001465,135.7234497,,12.25000095,2.989195824,0.012798866,1
754.6427988,12.73984337,,1.710640788,1.843772888,2.167113066,135.7172241,0.395535827,3.903747797,137.6036682,,12.25000095,3.034043789,0.011124914,1
754.7947988,12.60253525,,1.706737518,1.837543964,2.164200544,136.3226013,0.400629282,3.713880062,139.2593231,,12.25000095,2.862501144,0.00465313,1
754.9467988,12.66094208,,1.674076676,1.831455946,2.153688669,140.2554169,0.397712678,3.697604656,140.0996246,,12.25000095,3.141997337,0.00239951,1
755.0987988,12.75574303,,1.702945352,1.842707872,2.146615744,140.105896,0.400662422,3.85776329,140.633606,,12.25000095,3.755469322,0.003730958,1
755.2507988,12.70062828,,1.823818922,1.899153948,2.145082235,136.1073151,0.409031421,4.085668564,140.6196442,,12.25000095,3.834672689,0.007979935,1
755.4027988,12.55796337,,1.852900863,1.896217346,2.14599967,135.1307831,0.41742155,4.259218693,139.9084015,,12.25000095,3.876583576,0.013704954,1
755.5547988,12.63844109,,1.871726275,1.865575194,2.143705607,137.3499908,0.412993372,4.244588375,138.3715515,,12.25000095,3.946213007,0.017755184,1
755.7067988,12.78930187,,1.919096589,1.845543504,2.13990593,139.2295685,0.408355057,4.174194813,136.8402405,,12.25000095,3.883760214,0.019504948,1
755.8587988,12.70486546,,1.888433933,1.831614852,2.137979031,138.841568,0.391357213,4.15728569,136.0856171,,12.25000095,3.83562398,0.019665498,1
756.0107988,12.61201668,,1.85646534,1.800351024,2.140048027,137.2594452,0.388097853,4.296929836,136.0975037,,12.25000095,3.868556976,0.021471502,1
756.1627988,12.6144352,,1.791305304,1.75960207,2.137478828,134.7091522,0.392517656,4.451960564,137.7044067,,12.25000095,3.802318573,0.021175634,1
756.3147988,12.65934849,,1.740712643,1.746297598,2.133471727,130.9967194,0.405987829,4.535367489,139.5186462,,12.25000095,3.715377808,0.020473864,1
756.4667988,12.73766041,,1.803560019,1.786872983,2.131911755,130.1780853,0.412083268,4.550708771,140.6976318,,12.25000095,3.636568308,0.021710021,1
756.6187988,12.74145603,,1.786986113,1.772101522,2.138465405,133.9958649,0.415564984,4.544538975,141.3338623,,12.25000095,3.603419066,0.029283756,1
756.7707988,12.67747784,,1.756317496,1.761535764,2.137560129,139.5287781,0.406813562,4.604047298,141.6129303,,12.25000095,3.574411154,0.036096681,1
756.9227988,12.64508724,,1.638565898,1.796720386,2.1209023,143.4204712,0.405506581,4.751583576,141.2688446,,12.25000095,3.559611797,0.037806705,1
757.0747988,12.65461445,,1.376602531,1.670978308,2.101752281,143.445282,0.405225754,4.888683796,140.7954712,,12.25000095,3.540749788,0.034861267,1
757.2267988,12.65622044,,1.327332377,1.533486843,2.09374547,141.0406799,0.399979144,4.956760883,140.5625916,,12.25000095,3.540148974,0.032879174,1
757.3787988,12.68838406,,1.562445045,1.767554283,2.102808714,138.4664612,0.40529564,4.978176117,139.9842987,,12.25000095,3.549446821,0.035693314,1
757.5307988,12.71323109,,1.522331834,1.71768117,2.112656117,136.0161896,0.408734232,4.996473312,139.5855713,,12.25000095,3.532940388,0.040243752,1
757.6827988,12.68053818,,1.507845879,1.69269526,2.119449616,134.2693939,0.418578386,4.918774128,140.1297607,,12.25000095,3.550458431,0.040460613,1
757.8347988,12.72572422,,1.469635606,1.691458345,2.115568876,134.7179108,0.419238508,4.772503853,140.7861481,,12.25000095,3.629759312,0.026493296,1
757.9867988,12.81768704,,1.409343481,1.671940208,2.110559702,137.7678528,0.426088333,4.535360336,141.0533142,,12.25000095,3.722429514,0.015361064,1
758.1387988,12.83270454,,1.448091865,1.656948805,2.113175869,139.3641052,0.430173576,4.325161457,141.0485687,,12.25000095,3.803544521,0.009959169,1
758.2907988,12.87780571,,1.605361104,1.633961082,2.129888535,138.7640686,0.437940627,4.216359615,141.3295136,,12.25000095,3.897780895,0.013255278,1
758.4427988,13.06561756,,1.873058438,1.607088089,2.14885664,140.7951508,0.44151932,4.32416296,141.9376679,,12.25000095,4.029479504,0.025648741,1
758.5947988,12.89551544,,1.897741199,1.670261025,2.151195765,144.2393951,0.4435682,4.570380688,141.9885407,,12.25000095,4.230740547,0.038691085,1
758.7467988,12.81598282,,1.819464564,1.600488424,2.134698153,144.086441,0.432193339,4.910068989,141.7180176,,12.25000095,4.474196911,0.046600524,1
758.8987988,12.77210903,,1.648736119,1.462088347,2.120164633,140.3161926,0.43553099,5.194515228,140.8489075,,12.25000095,4.78746748,0.05202229,1
759.0507988,12.76210499,,1.4221977,1.356700182,2.11623764,137.0738373,0.420938999,5.069382668,140.2816925,,12.25000095,4.942222118,0.048600309,1
759.2027988,12.75337601,,1.361832857,1.332667351,2.112569809,137.9104462,0.428301215,4.599485397,140.1940765,,12.25000095,4.981544495,0.031662766,1
759.3547988,12.61961937,,1.414455175,1.389740825,2.122122288,141.1081848,0.41318959,4.247164726,140.5365601,,12.25000095,4.959261417,0.020229625,1
759.5067988,12.52660847,,1.626491547,1.552672267,2.124298096,141.1066132,0.413374037,4.227737904,141.2722931,,12.25000095,4.921512604,0.017133631,1
759.6587988,12.69585037,,1.573264957,1.507663608,2.13425684,140.2390289,0.414502829,4.325450897,142.0463409,,12.25000095,4.468862057,0.022801304,1
759.8107988,12.63155937,,1.560631156,1.517910838,2.133213282,143.7964783,0.430168599,4.202859402,142.5643005,,12.25000095,3.540828228,0.020461982,1
759.9627988,12.54046631,,1.582095623,1.528440118,2.143956661,145.9629517,0.434955061,4.109853268,142.7322083,,12.25000095,3.776680946,0.0219,1
760.1147988,12.54456711,,1.658547878,1.559349179,2.145229578,143.6902618,0.425769299,4.083118916,142.4563599,,12.25000095,3.967929602,0.021218181,1
760.2667988,12.51522923,,1.63686645,1.584616661,2.139143229,145.3631744,0.401287735,4.075883389,141.8785095,,12.25000095,4.072080612,0.017733526,1
760.4187988,12.50696755,,1.559144855,1.617099762,2.132439613,149.5705414,0.408476681,4.022410393,141.569931,,12.25000095,4.155537128,0.013878751,1
760.5707988,12.4953661,,1.37590456,1.64027369,2.133205414,148.1378021,0.42018047,3.968393803,140.9761505,,12.25000095,4.358407021,0.014898051,1
760.7227988,12.47045326,,1.411263466,1.68523705,2.133724928,142.2612305,0.428473413,3.941488981,140.572052,,12.25000095,4.672830105,0.014678869,1
760.8747988,12.44510651,,1.444075823,1.809410572,2.14018321,136.4703827,0.424611449,3.954176426,140.077652,,12.25000095,4.930125237,0.015206724,1
761.0267988,12.46265411,,1.523561597,1.889587045,2.149814844,134.7549744,0.423418373,3.990360975,138.5043793,,12.25000095,5.188058376,0.017004399,1
761.1787988,12.44921112,,1.549183488,1.996158123,2.166510105,134.918045,0.425865233,4.01410389,136.3204041,,12.25000095,7.095818996,0.025981834,1
761.3307988,12.43816471,,1.56068182,2.056177378,2.167097092,133.3920441,0.408958077,4.02732563,134.8592682,,12.25000095,11.00744724,0.027800467,1
761.4827988,12.4454689,,1.572209597,1.942651868,2.15458107,131.8357697,0.392728776,4.028680801,134.0903778,,12.25000095,10.24477768,0.022423253,1
761.6347988,12.4720974,,1.497663617,1.876304269,2.147529841,130.8096314,0.392290354,4.012321472,134.5176392,,12.25000095,9.69822979,0.015864968,1
761.7867988,12.46589851,,1.462087989,1.882065296,2.146100521,130.9365692,0.399202496,3.994450808,135.4818726,,12.25000095,9.55307579,0.01432118,1
761.9387988,12.44310284,,1.414690256,1.92789948,2.159383297,133.8733978,0.412529737,3.922836304,136.1161041,,12.25000095,9.353553772,0.019175764,1
762.0907988,12.47165489,,1.427002311,1.970680833,2.171008825,135.8920898,0.412264675,3.920117617,136.5277252,,12.25000095,9.238406181,0.024599582,1
762.2427988,12.45447254,,1.411171794,1.948747873,2.186491728,133.6269531,0.395790875,4.004477978,136.408783,,12.25000095,9.110132217,0.029974477,1
762.3947988,12.45763016,,1.317757845,1.826057196,2.186474562,130.858902,0.386702865,4.192989349,136.067749,,12.25000095,9.148084641,0.033343431,1
762.5467988,12.45083141,,1.335815787,1.765963793,2.173338652,131.2879028,0.386382937,4.339135647,135.739502,,12.25000095,9.301945686,0.032044899,1
762.6987988,12.45688725,,1.206790805,1.579778075,2.144574881,134.9593658,0.419865787,4.336209774,135.9487457,,12.25000095,9.319993019,0.025082486,1
762.8507988,12.43997288,,1.043989897,1.409545183,2.135593653,138.4298096,0.436009407,4.191747189,136.5323792,,12.25000095,9.197827339,0.019471206,1
763.0027988,12.43783951,,1.40380609,1.859649777,2.135711193,139.9310913,0.442461669,4.042215347,137.1332703,,12.25000095,8.961675644,0.016403941,1
763.1547988,12.47156429,,1.389553428,1.828070283,2.150625944,140.5373688,0.43909213,3.929064035,138.3245544,,12.25000095,8.880054474,0.016751438,1
763.3067988,12.48560143,,1.359430194,1.815214992,2.155718088,138.8379364,0.443979532,3.946229219,139.6939087,,12.25000095,9.0108881,0.01804544,1
763.4587988,12.46730232,,1.230353236,1.70583427,2.159347773,137.042099,0.438035011,3.933897257,140.5939789,,12.25000095,9.126140595,0.02003927,1
763.6107988,12.58623505,,1.217841625,1.679341555,2.148426056,138.8875885,0.419119269,3.864545345,141.0952606,,12.25000095,9.219619751,0.014751847,1
763.7627988,12.80828476,,1.151910424,1.645528317,2.147239685,140.4274597,0.428240448,3.757800102,141.2988434,,12.25000095,9.255887985,0.01070363,1
763.9147988,12.89286137,,1.107990027,1.646312475,2.153049469,140.7471924,0.448188812,3.701886416,140.6103363,,12.25000095,9.234060288,0.010239773,1
764.0667988,12.95939064,,1.20744431,1.6754421,2.163003206,141.6614685,0.458400011,3.635017872,138.8354492,,12.25000095,9.108613014,0.011285839,1
764.2187988,12.90613461,,1.282614827,1.781529903,2.161218166,142.0389557,0.456634313,3.5273242,136.7141266,,12.25000095,8.924912453,0.008220641,1
764.3707988,12.74966526,,1.38048625,1.895188212,2.157067299,138.9762878,0.454090953,3.458102465,134.7574768,,12.25000095,8.665140152,0.001032758,1
764.5227988,12.67208576,,1.439409971,1.94981575,2.161236763,133.6844635,0.456961185,3.400720596,135.2110291,,12.25000095,8.675681114,-0.0008,1
764.6747988,12.60065556,,1.513456941,1.94958663,2.171279669,133.6382294,0.430063486,3.336095572,135.5735016,,12.25000095,8.552037239,-0.000476546,1
764.8267988,12.55272389,,1.536899447,1.947229385,2.180547476,134.9325409,0.415978193,3.257291317,136.2805634,,12.25000095,8.374613762,0.000965413,1
764.9787988,12.55991268,,1.517522097,1.913821697,2.182910442,134.0148163,0.412733167,3.249541521,137.2580719,,12.25000095,8.299619675,0.001184229,1
765.1307988,12.50763798,,1.455469847,1.871880531,2.17158556,136.4821167,0.433703214,3.216010809,138.4158173,,12.25000095,8.247400284,-0.003147669,1
765.2827988,12.43750382,,1.340031624,1.812699914,2.157352209,139.7473755,0.440532088,3.199820042,139.3207398,,12.25000095,8.164138794,-0.005593046,1
765.4347988,12.42835331,,1.336975813,1.856386304,2.156614065,140.4389648,0.446399778,3.255270958,138.989151,,12.25000095,8.108444214,-0.001839385,1
765.5867988,12.40818787,,1.394070625,1.89003551,2.16899538,138.1072235,0.451284707,3.450897455,137.9125214,,12.25000095,8.131487846,0.00707488,1
765.7387988,12.40089798,,1.396232009,1.882062197,2.176324129,133.5140686,0.447449178,3.655091763,137.0626679,,12.25000095,8.30821991,0.0126442,1
765.8907988,12.47049332,,1.443301678,1.920142055,2.159253597,131.3163605,0.433182597,3.718615294,136.7121124,,12.25000095,8.422753334,0.006738852,1
766.0427988,12.51220036,,1.569221497,2.039588928,2.142143488,130.5328064,0.408046365,3.688648939,136.9411621,,12.25000095,8.264429092,0.000879309,1
766.1947988,12.52451897,,1.563114047,2.023239136,2.133270264,129.1691895,0.421420038,3.55650568,137.2592316,,12.25000095,8.22507,-0.003584392,1
